ID;Leeftijd;Marges;WijkenEnBuurten;Perioden;Gemeentenaam_1;SoortRegio_2;Codering_3;ErvarenGezondheidGoedZeerGoed_4
3;20300;MW00000;NL01      ;2022JJ00;Nederland                               ;Land      ;NL01                ;    69.0
7;20300;MW00000;GM1680    ;2022JJ00;Aa en Hunze                             ;Gemeente  ;GM1680              ;    72.0
11;20300;MW00000;WK168000  ;2022JJ00;Aa en Hunze                             ;Wijk      ;WK168000            ;    73.0
15;20300;MW00000;BU16800000;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16800000          ;    72.8
19;20300;MW00000;BU16800009;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16800009          ;    78.5
23;20300;MW00000;WK168001  ;2022JJ00;Aa en Hunze                             ;Wijk      ;WK168001            ;    74.0
27;20300;MW00000;BU16800100;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16800100          ;    74.1
31;20300;MW00000;BU16800109;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16800109          ;    73.4
35;20300;MW00000;WK168002  ;2022JJ00;Aa en Hunze                             ;Wijk      ;WK168002            ;    74.4
39;20300;MW00000;BU16800200;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16800200          ;    73.7
43;20300;MW00000;BU16800209;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16800209          ;    77.9
47;20300;MW00000;WK168003  ;2022JJ00;Aa en Hunze                             ;Wijk      ;WK168003            ;    75.6
51;20300;MW00000;BU16800300;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16800300          ;    75.5
55;20300;MW00000;BU16800309;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16800309          ;    78.0
59;20300;MW00000;WK168004  ;2022JJ00;Aa en Hunze                             ;Wijk      ;WK168004            ;    76.4
63;20300;MW00000;BU16800400;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16800400          ;    75.9
67;20300;MW00000;BU16800409;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16800409          ;    80.6
71;20300;MW00000;WK168005  ;2022JJ00;Aa en Hunze                             ;Wijk      ;WK168005            ;    75.5
75;20300;MW00000;BU16800500;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16800500          ;    75.4
79;20300;MW00000;BU16800509;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16800509          ;    76.6
83;20300;MW00000;WK168006  ;2022JJ00;Aa en Hunze                             ;Wijk      ;WK168006            ;    74.3
87;20300;MW00000;BU16800600;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16800600          ;    74.1
91;20300;MW00000;BU16800609;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16800609          ;    77.3
95;20300;MW00000;WK168007  ;2022JJ00;Aa en Hunze                             ;Wijk      ;WK168007            ;    74.2
99;20300;MW00000;BU16800700;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16800700          ;    74.2
103;20300;MW00000;BU16800709;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16800709          ;       .
107;20300;MW00000;WK168008  ;2022JJ00;Aa en Hunze                             ;Wijk      ;WK168008            ;    72.4
111;20300;MW00000;BU16800800;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16800800          ;    71.7
115;20300;MW00000;BU16800809;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16800809          ;       .
119;20300;MW00000;WK168009  ;2022JJ00;Aa en Hunze                             ;Wijk      ;WK168009            ;    76.0
123;20300;MW00000;BU16800900;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16800900          ;    75.9
127;20300;MW00000;BU16800909;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16800909          ;       .
131;20300;MW00000;WK168011  ;2022JJ00;Aa en Hunze                             ;Wijk      ;WK168011            ;    70.2
135;20300;MW00000;BU16801100;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16801100          ;    70.2
139;20300;MW00000;BU16801109;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16801109          ;       .
143;20300;MW00000;WK168012  ;2022JJ00;Aa en Hunze                             ;Wijk      ;WK168012            ;    68.8
147;20300;MW00000;BU16801200;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16801200          ;    68.9
151;20300;MW00000;BU16801209;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16801209          ;       .
155;20300;MW00000;WK168013  ;2022JJ00;Aa en Hunze                             ;Wijk      ;WK168013            ;    74.7
159;20300;MW00000;BU16801300;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16801300          ;    75.6
163;20300;MW00000;BU16801309;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16801309          ;    72.1
167;20300;MW00000;WK168014  ;2022JJ00;Aa en Hunze                             ;Wijk      ;WK168014            ;    70.3
171;20300;MW00000;BU16801400;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16801400          ;    70.4
175;20300;MW00000;BU16801401;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16801401          ;    75.1
179;20300;MW00000;BU16801409;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16801409          ;    66.5
183;20300;MW00000;WK168015  ;2022JJ00;Aa en Hunze                             ;Wijk      ;WK168015            ;    66.8
187;20300;MW00000;BU16801500;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16801500          ;    66.6
191;20300;MW00000;BU16801501;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16801501          ;    75.8
195;20300;MW00000;BU16801509;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16801509          ;       .
199;20300;MW00000;WK168016  ;2022JJ00;Aa en Hunze                             ;Wijk      ;WK168016            ;    68.1
203;20300;MW00000;BU16801600;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16801600          ;    67.4
207;20300;MW00000;BU16801601;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16801601          ;    76.5
211;20300;MW00000;BU16801609;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16801609          ;       .
215;20300;MW00000;WK168017  ;2022JJ00;Aa en Hunze                             ;Wijk      ;WK168017            ;    70.5
219;20300;MW00000;BU16801700;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16801700          ;    70.3
223;20300;MW00000;BU16801709;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16801709          ;    77.0
227;20300;MW00000;WK168018  ;2022JJ00;Aa en Hunze                             ;Wijk      ;WK168018            ;    71.7
231;20300;MW00000;BU16801800;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16801800          ;    70.5
235;20300;MW00000;BU16801801;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16801801          ;    75.8
239;20300;MW00000;BU16801802;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16801802          ;    72.0
243;20300;MW00000;BU16801809;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16801809          ;    72.6
247;20300;MW00000;WK168019  ;2022JJ00;Aa en Hunze                             ;Wijk      ;WK168019            ;    72.6
251;20300;MW00000;BU16801900;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16801900          ;    71.4
255;20300;MW00000;BU16801901;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16801901          ;    77.4
259;20300;MW00000;BU16801902;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16801902          ;    81.4
263;20300;MW00000;BU16801903;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16801903          ;    79.4
267;20300;MW00000;BU16801908;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16801908          ;    76.3
271;20300;MW00000;BU16801909;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16801909          ;    79.0
275;20300;MW00000;WK168020  ;2022JJ00;Aa en Hunze                             ;Wijk      ;WK168020            ;    75.1
279;20300;MW00000;BU16802000;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16802000          ;    75.1
283;20300;MW00000;BU16802001;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16802001          ;    73.7
287;20300;MW00000;BU16802008;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16802008          ;    76.6
291;20300;MW00000;BU16802009;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16802009          ;    75.6
295;20300;MW00000;WK168021  ;2022JJ00;Aa en Hunze                             ;Wijk      ;WK168021            ;    77.0
299;20300;MW00000;BU16802100;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16802100          ;    76.9
303;20300;MW00000;BU16802101;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16802101          ;    77.6
307;20300;MW00000;BU16802109;2022JJ00;Aa en Hunze                             ;Buurt     ;BU16802109          ;    76.8
311;20300;MW00000;GM0358    ;2022JJ00;Aalsmeer                                ;Gemeente  ;GM0358              ;    73.1
315;20300;MW00000;WK035800  ;2022JJ00;Aalsmeer                                ;Wijk      ;WK035800            ;    71.8
319;20300;MW00000;BU03580000;2022JJ00;Aalsmeer                                ;Buurt     ;BU03580000          ;    73.7
323;20300;MW00000;BU03580001;2022JJ00;Aalsmeer                                ;Buurt     ;BU03580001          ;    71.1
327;20300;MW00000;BU03580004;2022JJ00;Aalsmeer                                ;Buurt     ;BU03580004          ;    69.8
331;20300;MW00000;BU03580005;2022JJ00;Aalsmeer                                ;Buurt     ;BU03580005          ;    77.2
335;20300;MW00000;WK035801  ;2022JJ00;Aalsmeer                                ;Wijk      ;WK035801            ;    73.2
339;20300;MW00000;BU03580100;2022JJ00;Aalsmeer                                ;Buurt     ;BU03580100          ;    73.2
343;20300;MW00000;WK035802  ;2022JJ00;Aalsmeer                                ;Wijk      ;WK035802            ;    74.7
347;20300;MW00000;BU03580200;2022JJ00;Aalsmeer                                ;Buurt     ;BU03580200          ;    75.9
351;20300;MW00000;BU03580201;2022JJ00;Aalsmeer                                ;Buurt     ;BU03580201          ;    74.2
355;20300;MW00000;BU03580205;2022JJ00;Aalsmeer                                ;Buurt     ;BU03580205          ;    74.6
359;20300;MW00000;BU03580206;2022JJ00;Aalsmeer                                ;Buurt     ;BU03580206          ;    76.1
363;20300;MW00000;GM0197    ;2022JJ00;Aalten                                  ;Gemeente  ;GM0197              ;    71.6
367;20300;MW00000;WK019701  ;2022JJ00;Aalten                                  ;Wijk      ;WK019701            ;    76.6
371;20300;MW00000;BU01970101;2022JJ00;Aalten                                  ;Buurt     ;BU01970101          ;    78.6
375;20300;MW00000;BU01970102;2022JJ00;Aalten                                  ;Buurt     ;BU01970102          ;    78.0
379;20300;MW00000;BU01970103;2022JJ00;Aalten                                  ;Buurt     ;BU01970103          ;    77.5
383;20300;MW00000;BU01970104;2022JJ00;Aalten                                  ;Buurt     ;BU01970104          ;    75.7
387;20300;MW00000;BU01970105;2022JJ00;Aalten                                  ;Buurt     ;BU01970105          ;    72.2
391;20300;MW00000;BU01970106;2022JJ00;Aalten                                  ;Buurt     ;BU01970106          ;    78.1
395;20300;MW00000;BU01970107;2022JJ00;Aalten                                  ;Buurt     ;BU01970107          ;    76.3
399;20300;MW00000;BU01970108;2022JJ00;Aalten                                  ;Buurt     ;BU01970108          ;    75.9
403;20300;MW00000;BU01970109;2022JJ00;Aalten                                  ;Buurt     ;BU01970109          ;    79.0
407;20300;MW00000;BU01970110;2022JJ00;Aalten                                  ;Buurt     ;BU01970110          ;    76.2
411;20300;MW00000;BU01970111;2022JJ00;Aalten                                  ;Buurt     ;BU01970111          ;    76.8
415;20300;MW00000;BU01970112;2022JJ00;Aalten                                  ;Buurt     ;BU01970112          ;    77.9
419;20300;MW00000;WK019702  ;2022JJ00;Aalten                                  ;Wijk      ;WK019702            ;    73.4
423;20300;MW00000;BU01970201;2022JJ00;Aalten                                  ;Buurt     ;BU01970201          ;    76.8
427;20300;MW00000;BU01970202;2022JJ00;Aalten                                  ;Buurt     ;BU01970202          ;    76.5
431;20300;MW00000;BU01970203;2022JJ00;Aalten                                  ;Buurt     ;BU01970203          ;    78.7
435;20300;MW00000;BU01970204;2022JJ00;Aalten                                  ;Buurt     ;BU01970204          ;    72.1
439;20300;MW00000;WK019703  ;2022JJ00;Aalten                                  ;Wijk      ;WK019703            ;    71.2
443;20300;MW00000;BU01970301;2022JJ00;Aalten                                  ;Buurt     ;BU01970301          ;    69.8
447;20300;MW00000;BU01970302;2022JJ00;Aalten                                  ;Buurt     ;BU01970302          ;    70.8
451;20300;MW00000;BU01970303;2022JJ00;Aalten                                  ;Buurt     ;BU01970303          ;    74.5
455;20300;MW00000;BU01970304;2022JJ00;Aalten                                  ;Buurt     ;BU01970304          ;    71.5
459;20300;MW00000;BU01970305;2022JJ00;Aalten                                  ;Buurt     ;BU01970305          ;    77.9
463;20300;MW00000;BU01970306;2022JJ00;Aalten                                  ;Buurt     ;BU01970306          ;    70.9
467;20300;MW00000;BU01970307;2022JJ00;Aalten                                  ;Buurt     ;BU01970307          ;    67.6
471;20300;MW00000;WK019704  ;2022JJ00;Aalten                                  ;Wijk      ;WK019704            ;    69.3
475;20300;MW00000;BU01970400;2022JJ00;Aalten                                  ;Buurt     ;BU01970400          ;    65.5
479;20300;MW00000;BU01970401;2022JJ00;Aalten                                  ;Buurt     ;BU01970401          ;    69.1
483;20300;MW00000;BU01970402;2022JJ00;Aalten                                  ;Buurt     ;BU01970402          ;    70.8
487;20300;MW00000;BU01970403;2022JJ00;Aalten                                  ;Buurt     ;BU01970403          ;    74.6
491;20300;MW00000;BU01970408;2022JJ00;Aalten                                  ;Buurt     ;BU01970408          ;    77.8
495;20300;MW00000;BU01970409;2022JJ00;Aalten                                  ;Buurt     ;BU01970409          ;    74.6
499;20300;MW00000;GM0059    ;2022JJ00;Achtkarspelen                           ;Gemeente  ;GM0059              ;    71.4
503;20300;MW00000;WK005900  ;2022JJ00;Achtkarspelen                           ;Wijk      ;WK005900            ;    71.9
507;20300;MW00000;BU00590000;2022JJ00;Achtkarspelen                           ;Buurt     ;BU00590000          ;    72.8
511;20300;MW00000;BU00590001;2022JJ00;Achtkarspelen                           ;Buurt     ;BU00590001          ;    72.2
515;20300;MW00000;BU00590002;2022JJ00;Achtkarspelen                           ;Buurt     ;BU00590002          ;    69.3
519;20300;MW00000;BU00590003;2022JJ00;Achtkarspelen                           ;Buurt     ;BU00590003          ;    68.4
523;20300;MW00000;BU00590004;2022JJ00;Achtkarspelen                           ;Buurt     ;BU00590004          ;    71.9
527;20300;MW00000;BU00590005;2022JJ00;Achtkarspelen                           ;Buurt     ;BU00590005          ;    75.6
531;20300;MW00000;BU00590006;2022JJ00;Achtkarspelen                           ;Buurt     ;BU00590006          ;    77.6
535;20300;MW00000;BU00590007;2022JJ00;Achtkarspelen                           ;Buurt     ;BU00590007          ;    77.3
539;20300;MW00000;BU00590008;2022JJ00;Achtkarspelen                           ;Buurt     ;BU00590008          ;    75.1
543;20300;MW00000;BU00590009;2022JJ00;Achtkarspelen                           ;Buurt     ;BU00590009          ;    77.3
547;20300;MW00000;WK005901  ;2022JJ00;Achtkarspelen                           ;Wijk      ;WK005901            ;    73.6
551;20300;MW00000;BU00590100;2022JJ00;Achtkarspelen                           ;Buurt     ;BU00590100          ;    72.2
555;20300;MW00000;BU00590102;2022JJ00;Achtkarspelen                           ;Buurt     ;BU00590102          ;    72.4
559;20300;MW00000;BU00590103;2022JJ00;Achtkarspelen                           ;Buurt     ;BU00590103          ;    74.3
563;20300;MW00000;BU00590107;2022JJ00;Achtkarspelen                           ;Buurt     ;BU00590107          ;    78.0
567;20300;MW00000;BU00590108;2022JJ00;Achtkarspelen                           ;Buurt     ;BU00590108          ;    76.1
571;20300;MW00000;BU00590109;2022JJ00;Achtkarspelen                           ;Buurt     ;BU00590109          ;    76.3
575;20300;MW00000;WK005902  ;2022JJ00;Achtkarspelen                           ;Wijk      ;WK005902            ;    70.4
579;20300;MW00000;BU00590200;2022JJ00;Achtkarspelen                           ;Buurt     ;BU00590200          ;    68.5
583;20300;MW00000;BU00590201;2022JJ00;Achtkarspelen                           ;Buurt     ;BU00590201          ;    69.9
587;20300;MW00000;BU00590202;2022JJ00;Achtkarspelen                           ;Buurt     ;BU00590202          ;    75.3
591;20300;MW00000;BU00590203;2022JJ00;Achtkarspelen                           ;Buurt     ;BU00590203          ;    70.3
595;20300;MW00000;BU00590206;2022JJ00;Achtkarspelen                           ;Buurt     ;BU00590206          ;    72.9
599;20300;MW00000;BU00590207;2022JJ00;Achtkarspelen                           ;Buurt     ;BU00590207          ;    75.9
603;20300;MW00000;BU00590208;2022JJ00;Achtkarspelen                           ;Buurt     ;BU00590208          ;    77.0
607;20300;MW00000;BU00590209;2022JJ00;Achtkarspelen                           ;Buurt     ;BU00590209          ;    76.4
611;20300;MW00000;GM0482    ;2022JJ00;Alblasserdam                            ;Gemeente  ;GM0482              ;    68.8
615;20300;MW00000;WK048201  ;2022JJ00;Alblasserdam                            ;Wijk      ;WK048201            ;    70.0
619;20300;MW00000;BU04820101;2022JJ00;Alblasserdam                            ;Buurt     ;BU04820101          ;    71.4
623;20300;MW00000;BU04820102;2022JJ00;Alblasserdam                            ;Buurt     ;BU04820102          ;    59.1
627;20300;MW00000;BU04820103;2022JJ00;Alblasserdam                            ;Buurt     ;BU04820103          ;    71.8
631;20300;MW00000;BU04820104;2022JJ00;Alblasserdam                            ;Buurt     ;BU04820104          ;    73.9
635;20300;MW00000;BU04820105;2022JJ00;Alblasserdam                            ;Buurt     ;BU04820105          ;    71.1
639;20300;MW00000;WK048202  ;2022JJ00;Alblasserdam                            ;Wijk      ;WK048202            ;    69.7
643;20300;MW00000;BU04820201;2022JJ00;Alblasserdam                            ;Buurt     ;BU04820201          ;    75.6
647;20300;MW00000;BU04820202;2022JJ00;Alblasserdam                            ;Buurt     ;BU04820202          ;    67.6
651;20300;MW00000;BU04820203;2022JJ00;Alblasserdam                            ;Buurt     ;BU04820203          ;    70.7
655;20300;MW00000;BU04820204;2022JJ00;Alblasserdam                            ;Buurt     ;BU04820204          ;       .
659;20300;MW00000;BU04820205;2022JJ00;Alblasserdam                            ;Buurt     ;BU04820205          ;    65.6
663;20300;MW00000;BU04820206;2022JJ00;Alblasserdam                            ;Buurt     ;BU04820206          ;    73.9
667;20300;MW00000;WK048203  ;2022JJ00;Alblasserdam                            ;Wijk      ;WK048203            ;    68.0
671;20300;MW00000;BU04820301;2022JJ00;Alblasserdam                            ;Buurt     ;BU04820301          ;    73.1
675;20300;MW00000;BU04820302;2022JJ00;Alblasserdam                            ;Buurt     ;BU04820302          ;    75.8
679;20300;MW00000;BU04820303;2022JJ00;Alblasserdam                            ;Buurt     ;BU04820303          ;    72.1
683;20300;MW00000;BU04820304;2022JJ00;Alblasserdam                            ;Buurt     ;BU04820304          ;    72.6
687;20300;MW00000;BU04820305;2022JJ00;Alblasserdam                            ;Buurt     ;BU04820305          ;    62.8
691;20300;MW00000;BU04820306;2022JJ00;Alblasserdam                            ;Buurt     ;BU04820306          ;    63.7
695;20300;MW00000;BU04820307;2022JJ00;Alblasserdam                            ;Buurt     ;BU04820307          ;    64.6
699;20300;MW00000;WK048204  ;2022JJ00;Alblasserdam                            ;Wijk      ;WK048204            ;    67.0
703;20300;MW00000;BU04820401;2022JJ00;Alblasserdam                            ;Buurt     ;BU04820401          ;    65.3
707;20300;MW00000;BU04820402;2022JJ00;Alblasserdam                            ;Buurt     ;BU04820402          ;    67.8
711;20300;MW00000;BU04820403;2022JJ00;Alblasserdam                            ;Buurt     ;BU04820403          ;    83.8
715;20300;MW00000;BU04820404;2022JJ00;Alblasserdam                            ;Buurt     ;BU04820404          ;    56.9
719;20300;MW00000;WK048205  ;2022JJ00;Alblasserdam                            ;Wijk      ;WK048205            ;    72.1
723;20300;MW00000;BU04820501;2022JJ00;Alblasserdam                            ;Buurt     ;BU04820501          ;    73.8
727;20300;MW00000;BU04820502;2022JJ00;Alblasserdam                            ;Buurt     ;BU04820502          ;       .
731;20300;MW00000;BU04820503;2022JJ00;Alblasserdam                            ;Buurt     ;BU04820503          ;    62.4
735;20300;MW00000;WK048206  ;2022JJ00;Alblasserdam                            ;Wijk      ;WK048206            ;    78.6
739;20300;MW00000;BU04820601;2022JJ00;Alblasserdam                            ;Buurt     ;BU04820601          ;       .
743;20300;MW00000;BU04820602;2022JJ00;Alblasserdam                            ;Buurt     ;BU04820602          ;    80.7
747;20300;MW00000;BU04820603;2022JJ00;Alblasserdam                            ;Buurt     ;BU04820603          ;    81.0
751;20300;MW00000;BU04820604;2022JJ00;Alblasserdam                            ;Buurt     ;BU04820604          ;    77.2
755;20300;MW00000;GM0613    ;2022JJ00;Albrandswaard                           ;Gemeente  ;GM0613              ;    71.7
759;20300;MW00000;WK061301  ;2022JJ00;Albrandswaard                           ;Wijk      ;WK061301            ;    74.9
763;20300;MW00000;BU06130101;2022JJ00;Albrandswaard                           ;Buurt     ;BU06130101          ;    75.2
767;20300;MW00000;BU06130102;2022JJ00;Albrandswaard                           ;Buurt     ;BU06130102          ;    65.1
771;20300;MW00000;BU06130103;2022JJ00;Albrandswaard                           ;Buurt     ;BU06130103          ;    73.3
775;20300;MW00000;BU06130104;2022JJ00;Albrandswaard                           ;Buurt     ;BU06130104          ;    75.2
779;20300;MW00000;WK061302  ;2022JJ00;Albrandswaard                           ;Wijk      ;WK061302            ;    69.6
783;20300;MW00000;BU06130205;2022JJ00;Albrandswaard                           ;Buurt     ;BU06130205          ;    69.4
787;20300;MW00000;BU06130207;2022JJ00;Albrandswaard                           ;Buurt     ;BU06130207          ;    78.1
791;20300;MW00000;WK061303  ;2022JJ00;Albrandswaard                           ;Wijk      ;WK061303            ;    70.6
795;20300;MW00000;BU06130308;2022JJ00;Albrandswaard                           ;Buurt     ;BU06130308          ;    66.9
799;20300;MW00000;BU06130309;2022JJ00;Albrandswaard                           ;Buurt     ;BU06130309          ;    71.9
803;20300;MW00000;BU06130310;2022JJ00;Albrandswaard                           ;Buurt     ;BU06130310          ;    66.5
807;20300;MW00000;BU06130311;2022JJ00;Albrandswaard                           ;Buurt     ;BU06130311          ;    72.0
811;20300;MW00000;BU06130312;2022JJ00;Albrandswaard                           ;Buurt     ;BU06130312          ;    77.6
815;20300;MW00000;BU06130313;2022JJ00;Albrandswaard                           ;Buurt     ;BU06130313          ;    79.6
819;20300;MW00000;WK061304  ;2022JJ00;Albrandswaard                           ;Wijk      ;WK061304            ;    71.5
823;20300;MW00000;BU06130414;2022JJ00;Albrandswaard                           ;Buurt     ;BU06130414          ;    72.2
827;20300;MW00000;BU06130415;2022JJ00;Albrandswaard                           ;Buurt     ;BU06130415          ;    70.2
831;20300;MW00000;BU06130416;2022JJ00;Albrandswaard                           ;Buurt     ;BU06130416          ;    79.7
835;20300;MW00000;BU06130417;2022JJ00;Albrandswaard                           ;Buurt     ;BU06130417          ;    64.1
839;20300;MW00000;BU06130418;2022JJ00;Albrandswaard                           ;Buurt     ;BU06130418          ;    75.6
843;20300;MW00000;BU06130419;2022JJ00;Albrandswaard                           ;Buurt     ;BU06130419          ;    70.6
847;20300;MW00000;BU06130420;2022JJ00;Albrandswaard                           ;Buurt     ;BU06130420          ;    77.3
851;20300;MW00000;WK061305  ;2022JJ00;Albrandswaard                           ;Wijk      ;WK061305            ;    77.4
855;20300;MW00000;BU06130521;2022JJ00;Albrandswaard                           ;Buurt     ;BU06130521          ;    71.4
859;20300;MW00000;BU06130522;2022JJ00;Albrandswaard                           ;Buurt     ;BU06130522          ;    77.7
863;20300;MW00000;WK061306  ;2022JJ00;Albrandswaard                           ;Wijk      ;WK061306            ;    72.2
867;20300;MW00000;BU06130623;2022JJ00;Albrandswaard                           ;Buurt     ;BU06130623          ;    72.5
871;20300;MW00000;BU06130624;2022JJ00;Albrandswaard                           ;Buurt     ;BU06130624          ;    72.6
875;20300;MW00000;BU06130625;2022JJ00;Albrandswaard                           ;Buurt     ;BU06130625          ;    82.5
879;20300;MW00000;BU06130626;2022JJ00;Albrandswaard                           ;Buurt     ;BU06130626          ;    71.5
883;20300;MW00000;WK061307  ;2022JJ00;Albrandswaard                           ;Wijk      ;WK061307            ;       .
887;20300;MW00000;BU06130706;2022JJ00;Albrandswaard                           ;Buurt     ;BU06130706          ;       .
891;20300;MW00000;GM0361    ;2022JJ00;Alkmaar                                 ;Gemeente  ;GM0361              ;    68.6
895;20300;MW00000;WK036101  ;2022JJ00;Alkmaar                                 ;Wijk      ;WK036101            ;    69.0
899;20300;MW00000;BU03610100;2022JJ00;Alkmaar                                 ;Buurt     ;BU03610100          ;    59.2
903;20300;MW00000;BU03610101;2022JJ00;Alkmaar                                 ;Buurt     ;BU03610101          ;    65.4
907;20300;MW00000;BU03610102;2022JJ00;Alkmaar                                 ;Buurt     ;BU03610102          ;    65.1
911;20300;MW00000;BU03610103;2022JJ00;Alkmaar                                 ;Buurt     ;BU03610103          ;    57.3
915;20300;MW00000;BU03610104;2022JJ00;Alkmaar                                 ;Buurt     ;BU03610104          ;    73.6
919;20300;MW00000;BU03610105;2022JJ00;Alkmaar                                 ;Buurt     ;BU03610105          ;    75.6
923;20300;MW00000;BU03610106;2022JJ00;Alkmaar                                 ;Buurt     ;BU03610106          ;    75.4
927;20300;MW00000;BU03610107;2022JJ00;Alkmaar                                 ;Buurt     ;BU03610107          ;    74.5
931;20300;MW00000;BU03610108;2022JJ00;Alkmaar                                 ;Buurt     ;BU03610108          ;    69.9
935;20300;MW00000;BU03610109;2022JJ00;Alkmaar                                 ;Buurt     ;BU03610109          ;    77.7
939;20300;MW00000;WK036102  ;2022JJ00;Alkmaar                                 ;Wijk      ;WK036102            ;    69.5
943;20300;MW00000;BU03610200;2022JJ00;Alkmaar                                 ;Buurt     ;BU03610200          ;    73.7
947;20300;MW00000;BU03610201;2022JJ00;Alkmaar                                 ;Buurt     ;BU03610201          ;    71.2
951;20300;MW00000;BU03610202;2022JJ00;Alkmaar                                 ;Buurt     ;BU03610202          ;    73.2
955;20300;MW00000;BU03610203;2022JJ00;Alkmaar                                 ;Buurt     ;BU03610203          ;    67.7
959;20300;MW00000;BU03610204;2022JJ00;Alkmaar                                 ;Buurt     ;BU03610204          ;    55.6
963;20300;MW00000;BU03610205;2022JJ00;Alkmaar                                 ;Buurt     ;BU03610205          ;    70.5
967;20300;MW00000;BU03610206;2022JJ00;Alkmaar                                 ;Buurt     ;BU03610206          ;    68.1
971;20300;MW00000;BU03610208;2022JJ00;Alkmaar                                 ;Buurt     ;BU03610208          ;    79.5
975;20300;MW00000;BU03610209;2022JJ00;Alkmaar                                 ;Buurt     ;BU03610209          ;    71.4
979;20300;MW00000;WK036103  ;2022JJ00;Alkmaar                                 ;Wijk      ;WK036103            ;    59.9
983;20300;MW00000;BU03610300;2022JJ00;Alkmaar                                 ;Buurt     ;BU03610300          ;    63.0
987;20300;MW00000;BU03610301;2022JJ00;Alkmaar                                 ;Buurt     ;BU03610301          ;    63.9
991;20300;MW00000;BU03610302;2022JJ00;Alkmaar                                 ;Buurt     ;BU03610302          ;    51.4
995;20300;MW00000;BU03610303;2022JJ00;Alkmaar                                 ;Buurt     ;BU03610303          ;    68.0
999;20300;MW00000;BU03610308;2022JJ00;Alkmaar                                 ;Buurt     ;BU03610308          ;       .
1003;20300;MW00000;BU03610309;2022JJ00;Alkmaar                                 ;Buurt     ;BU03610309          ;    68.6
1007;20300;MW00000;WK036104  ;2022JJ00;Alkmaar                                 ;Wijk      ;WK036104            ;    68.2
1011;20300;MW00000;BU03610400;2022JJ00;Alkmaar                                 ;Buurt     ;BU03610400          ;    61.5
1015;20300;MW00000;BU03610401;2022JJ00;Alkmaar                                 ;Buurt     ;BU03610401          ;    68.4
1019;20300;MW00000;BU03610402;2022JJ00;Alkmaar                                 ;Buurt     ;BU03610402          ;    72.8
1023;20300;MW00000;BU03610403;2022JJ00;Alkmaar                                 ;Buurt     ;BU03610403          ;    72.9
1027;20300;MW00000;BU03610404;2022JJ00;Alkmaar                                 ;Buurt     ;BU03610404          ;    73.0
